code,name,condition
S72423Q,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72423R,"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72424K,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72424M,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72424N,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72424P,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72424Q,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72424R,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72425K,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72425M,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72425N,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72425P,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72425Q,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72425R,"Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72426K,"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72426M,"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72426N,"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72426P,"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72426Q,"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72426R,"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72431K,"Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72431M,"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72431N,"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72431P,"Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72431Q,"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72431R,"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72432K,"Displaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72432M,"Displaced fracture of medial condyle of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72432N,"Displaced fracture of medial condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72432P,"Displaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72432Q,"Displaced fracture of medial condyle of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72432R,"Displaced fracture of medial condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72433K,"Displaced fracture of medial condyle of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72433M,"Displaced fracture of medial condyle of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72433N,"Displaced fracture of medial condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72433P,"Displaced fracture of medial condyle of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72433Q,"Displaced fracture of medial condyle of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72433R,"Displaced fracture of medial condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72434K,"Nondisplaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72434M,"Nondisplaced fracture of medial condyle of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72434N,"Nondisplaced fracture of medial condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72434P,"Nondisplaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72434Q,"Nondisplaced fracture of medial condyle of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72434R,"Nondisplaced fracture of medial condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72435K,"Nondisplaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72435M,"Nondisplaced fracture of medial condyle of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72435N,"Nondisplaced fracture of medial condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72435P,"Nondisplaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72435Q,"Nondisplaced fracture of medial condyle of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72435R,"Nondisplaced fracture of medial condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72436K,"Nondisplaced fracture of medial condyle of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72436M,"Nondisplaced fracture of medial condyle of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72436N,"Nondisplaced fracture of medial condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72436P,"Nondisplaced fracture of medial condyle of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72436Q,"Nondisplaced fracture of medial condyle of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72436R,"Nondisplaced fracture of medial condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72441K,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72441M,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72441N,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72441P,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72441Q,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72441R,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72442K,"Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72442M,"Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72442N,"Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72442P,"Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72442Q,"Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72442R,"Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72443K,"Displaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72443M,"Displaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72443N,"Displaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72443P,"Displaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72443Q,"Displaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72443R,"Displaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72444K,"Nondisplaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72444M,"Nondisplaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72444N,"Nondisplaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72444P,"Nondisplaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72444Q,"Nondisplaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72444R,"Nondisplaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72445K,"Nondisplaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72445M,"Nondisplaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72445N,"Nondisplaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72445P,"Nondisplaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72445Q,"Nondisplaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72445R,"Nondisplaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72446K,"Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72446M,"Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72446N,"Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72446P,"Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72446Q,"Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72446R,"Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72451K,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72451M,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72451N,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72451P,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72451Q,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72451R,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72452K,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72452M,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72452N,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72452P,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72452Q,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72452R,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72453K,"Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72453M,"Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72453N,"Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72453P,"Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72453Q,"Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72453R,"Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72454K,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72454M,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72454N,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72454P,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72454Q,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72454R,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72455K,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72455M,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72455N,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72455P,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72455Q,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72455R,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72456K,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72456M,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72456N,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72456P,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72456Q,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72456R,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72461K,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72461M,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72461N,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72461P,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72461Q,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72461R,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72462K,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72462M,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72462N,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72462P,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72462Q,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72462R,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72463K,"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72463M,"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72463N,"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72463P,"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72463Q,"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72463R,"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72464K,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72464M,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72464N,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72464P,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72464Q,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72464R,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72465K,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72465M,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72465N,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72465P,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72465Q,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72465R,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72466K,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72466M,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72466N,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72466P,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72466Q,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
