code,name
C8411,"SEZARY DISEASE, LYMPH NODES OF HEAD, FACE, AND NECK"
C8412,"SEZARY DISEASE, INTRATHORACIC LYMPH NODES"
C8413,"SEZARY DISEASE, INTRA-ABDOMINAL LYMPH NODES"
C8414,"SEZARY DISEASE, LYMPH NODES OF AXILLA AND UPPER LIMB"
C8415,"SEZARY DISEASE, NODES OF INGUINAL REGION AND LOWER LIMB"
C8416,"SEZARY DISEASE, INTRAPELVIC LYMPH NODES"
C8417,"SEZARY DISEASE, SPLEEN"
C8418,"SEZARY DISEASE, LYMPH NODES OF MULTIPLE SITES"
C8419,"SEZARY DISEASE, EXTRANODAL AND SOLID ORGAN SITES"
C8440,"PERIPHERAL T-CELL LYMPHOMA, NOT CLASSIFIED, UNSPECIFIED SITE"
C8441,"PRPH T-CELL LYMPH, NOT CLASS, NODES OF HEAD, FACE, AND NECK"
C8442,"PERIPHERAL T-CELL LYMPHOMA, NOT CLASS, INTRATHORAC NODES"
C8443,"PERIPHERAL T-CELL LYMPHOMA, NOT CLASSIFIED, INTRA-ABD NODES"
C8444,"PRPH T-CELL LYMPH, NOT CLASS, NODES OF AXILLA AND UPPER LIMB"
C8445,"PRPH T-CELL LYMPH, NOT CLASS, NODES OF ING RGN AND LOW LIMB"
C8446,"PERIPHERAL T-CELL LYMPHOMA, NOT CLASSIFIED, INTRAPELV NODES"
C8447,"PERIPHERAL T-CELL LYMPHOMA, NOT CLASSIFIED, SPLEEN"
C8448,"PERIPHERAL T-CELL LYMPHOMA, NOT CLASSIFIED, NODES MULT SITE"
C8449,"PRPH T-CELL LYMPH, NOT CLASS, EXTRNOD AND SOLID ORGAN SITES"
C8460,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-POSITIVE, UNSP SITE"
C8461,"ANAPLSTC LG CELL LYMPH, ALK-POS, NODES OF HEAD, FACE, AND NK"
C8462,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-POS, INTRATHORAC NODES"
C8463,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-POS, INTRA-ABD NODES"
C8464,"ANAPLSTC LG CELL LYMPH, ALK-POS, NODES OF AXLA AND UPR LIMB"
C8465,"ANAPLSTC LG CELL LYMPH, ALK-POS, NODES OF ING RGN & LOW LMB"
C8466,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-POS, INTRAPELV NODES"
C8467,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-POSITIVE, SPLEEN"
C8468,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-POS, NODES MULT SITE"
C8469,"ANAPLSTC LG CELL LYMPH, ALK-POS, EXTRNOD AND SOLID ORG SITES"
C8470,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-NEGATIVE, UNSP SITE"
C8471,"ANAPLSTC LG CELL LYMPH, ALK-NEG, NODES OF HEAD, FACE, AND NK"
C8472,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-NEG, INTRATHORAC NODES"
C8473,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-NEG, INTRA-ABD NODES"
C8474,"ANAPLSTC LG CELL LYMPH, ALK-NEG, NODES OF AXLA AND UPR LIMB"
C8475,"ANAPLSTC LG CELL LYMPH, ALK-NEG, NODES OF ING RGN & LOW LMB"
C8476,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-NEG, INTRAPELV NODES"
C8477,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-NEGATIVE, SPLEEN"
C8478,"ANAPLASTIC LARGE CELL LYMPHOMA, ALK-NEG, NODES MULT SITE"
C8479,"ANAPLSTC LG CELL LYMPH, ALK-NEG, EXTRNOD AND SOLID ORG SITES"
C8490,"MATURE T/NK-CELL LYMPHOMAS, UNSPECIFIED, UNSPECIFIED SITE"
C8491,"MATURE T/NK-CELL LYMPH, UNSP, NODES OF HEAD, FACE, AND NECK"
C8492,"MATURE T/NK-CELL LYMPHOMAS, UNSP, INTRATHORACIC LYMPH NODES"
C8493,"MATURE T/NK-CELL LYMPHOMAS, UNSP, INTRA-ABD LYMPH NODES"
C8494,"MATURE T/NK-CELL LYMPH, UNSP, NODES OF AXILLA AND UPPER LIMB"
C8495,"MATURE T/NK-CELL LYMPH, UNSP, NODES OF ING RGN AND LOW LIMB"
C8496,"MATURE T/NK-CELL LYMPHOMAS, UNSP, INTRAPELVIC LYMPH NODES"
C8497,"MATURE T/NK-CELL LYMPHOMAS, UNSPECIFIED, SPLEEN"
C8498,"MATURE T/NK-CELL LYMPHOMAS, UNSP, LYMPH NODES MULT SITE"
C8499,"MATURE T/NK-CELL LYMPH, UNSP, EXTRNOD AND SOLID ORGAN SITES"
C84A0,"CUTANEOUS T-CELL LYMPHOMA, UNSPECIFIED, UNSPECIFIED SITE"
C84A1,"CUTAN T-CELL LYMPHOMA, UNSP NODES OF HEAD, FACE, AND NECK"
C84A2,"CUTANEOUS T-CELL LYMPHOMA, UNSP, INTRATHORACIC LYMPH NODES"
C84A3,"CUTANEOUS T-CELL LYMPHOMA, UNSP, INTRA-ABDOMINAL LYMPH NODES"
C84A4,"CUTAN T-CELL LYMPHOMA, UNSP, NODES OF AXILLA AND UPPER LIMB"
C84A5,"CUTAN T-CELL LYMPH, UNSP, NODES OF ING REGION AND LOWER LIMB"
C84A6,"CUTANEOUS T-CELL LYMPHOMA, UNSP, INTRAPELVIC LYMPH NODES"
C84A7,"CUTANEOUS T-CELL LYMPHOMA, UNSPECIFIED, SPLEEN"
C84A8,"CUTANEOUS T-CELL LYMPHOMA, UNSP, LYMPH NODES MULT SITE"
C84A9,"CUTAN T-CELL LYMPHOMA, UNSP, EXTRNOD AND SOLID ORGAN SITES"
C84Z0,"OTHER MATURE T/NK-CELL LYMPHOMAS, UNSPECIFIED SITE"
C84Z1,"OTH MATURE T/NK-CELL LYMPH, NODES OF HEAD, FACE, AND NECK"
C84Z2,"OTHER MATURE T/NK-CELL LYMPHOMAS, INTRATHORACIC LYMPH NODES"
C84Z3,"OTH MATURE T/NK-CELL LYMPHOMAS, INTRA-ABDOMINAL LYMPH NODES"
C84Z4,"OTH MATURE T/NK-CELL LYMPH, NODES OF AXILLA AND UPPER LIMB"
C84Z5,"OTH MATURE T/NK-CELL LYMPH, NODES OF ING RGN AND LOWER LIMB"
C84Z6,"OTHER MATURE T/NK-CELL LYMPHOMAS, INTRAPELVIC LYMPH NODES"
C84Z7,"OTHER MATURE T/NK-CELL LYMPHOMAS, SPLEEN"
C84Z8,"OTH MATURE T/NK-CELL LYMPHOMAS, LYMPH NODES MULT SITE"
C84Z9,"OTH MATURE T/NK-CELL LYMPH, EXTRNOD AND SOLID ORGAN SITES"
C8510,"UNSPECIFIED B-CELL LYMPHOMA, UNSPECIFIED SITE"
C8511,"UNSP B-CELL LYMPHOMA, LYMPH NODES OF HEAD, FACE, AND NECK"
C8512,"UNSPECIFIED B-CELL LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8513,"UNSPECIFIED B-CELL LYMPHOMA, INTRA-ABDOMINAL LYMPH NODES"
C8514,"UNSP B-CELL LYMPHOMA, LYMPH NODES OF AXILLA AND UPPER LIMB"
C8515,"UNSP B-CELL LYMPHOMA, NODES OF ING REGION AND LOWER LIMB"
C8516,"UNSPECIFIED B-CELL LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8517,"UNSPECIFIED B-CELL LYMPHOMA, SPLEEN"
C8518,"UNSPECIFIED B-CELL LYMPHOMA, LYMPH NODES OF MULTIPLE SITES"
C8519,"UNSP B-CELL LYMPHOMA, EXTRANODAL AND SOLID ORGAN SITES"
C8520,"MEDIASTINAL (THYMIC) LARGE B-CELL LYMPHOMA, UNSPECIFIED SITE"
C8521,"MEDIASTNL LARGE B-CELL LYMPH, NODES OF HEAD, FACE, AND NECK"
C8522,"MEDIASTNL (THYMIC) LARGE B-CELL LYMPHOMA, INTRATHORAC NODES"
C8523,"MEDIASTINAL (THYMIC) LARGE B-CELL LYMPHOMA, INTRA-ABD NODES"
C8524,"MEDIASTNL LARGE B-CELL LYMPH, NODES OF AXILLA AND UPPER LIMB"
C8525,"MEDIASTNL LG B-CELL LYMPH, NODES OF ING RGN AND LOWER LIMB"
C8526,"MEDIASTINAL (THYMIC) LARGE B-CELL LYMPHOMA, INTRAPELV NODES"
C8527,"MEDIASTINAL (THYMIC) LARGE B-CELL LYMPHOMA, SPLEEN"
C8528,"MEDIASTINAL (THYMIC) LARGE B-CELL LYMPHOMA, NODES MULT SITE"
C8529,"MEDIASTNL LARGE B-CELL LYMPH, EXTRNOD AND SOLID ORGAN SITES"
C8580,"OTH TYPES OF NON-HODGKIN LYMPHOMA, UNSPECIFIED SITE"
C8581,"OTH TYPES OF NON-HODG LYMPH, NODES OF HEAD, FACE, AND NECK"
C8582,"OTH TYPES OF NON-HODGKIN LYMPHOMA, INTRATHORACIC LYMPH NODES"
C8583,"OTH TYPES OF NON-HODGKIN LYMPHOMA, INTRA-ABD LYMPH NODES"
C8584,"OTH TYPES OF NON-HODG LYMPH, NODES OF AXILLA AND UPPER LIMB"
C8585,"OTH TYPES OF NON-HODG LYMPH, NODES OF ING RGN AND LOWER LIMB"
C8586,"OTH TYPES OF NON-HODGKIN LYMPHOMA, INTRAPELVIC LYMPH NODES"
C8587,"OTHER SPECIFIED TYPES OF NON-HODGKIN LYMPHOMA, SPLEEN"
C8588,"OTH TYPES OF NON-HODGKIN LYMPHOMA, LYMPH NODES MULT SITE"
C8589,"OTH TYPES OF NON-HODG LYMPH, EXTRNOD AND SOLID ORGAN SITES"
C8590,"NON-HODGKIN LYMPHOMA, UNSPECIFIED, UNSPECIFIED SITE"
C8591,"NON-HODGKIN LYMPHOMA, UNSP, NODES OF HEAD, FACE, AND NECK"
C8592,"NON-HODGKIN LYMPHOMA, UNSPECIFIED, INTRATHORACIC LYMPH NODES"
C8593,"NON-HODGKIN LYMPHOMA, UNSP, INTRA-ABDOMINAL LYMPH NODES"
C8594,"NON-HODGKIN LYMPHOMA, UNSP, NODES OF AXILLA AND UPPER LIMB"
C8595,"NON-HODG LYMPHOMA, UNSP, NODES OF ING REGION AND LOWER LIMB"
C8596,"NON-HODGKIN LYMPHOMA, UNSPECIFIED, INTRAPELVIC LYMPH NODES"
C8597,"NON-HODGKIN LYMPHOMA, UNSPECIFIED, SPLEEN"
C8598,"NON-HODGKIN LYMPHOMA, UNSP, LYMPH NODES OF MULTIPLE SITES"
C8599,"NON-HODGKIN LYMPHOMA, UNSP, EXTRANODAL AND SOLID ORGAN SITES"
C860,"EXTRANODAL NK/T-CELL LYMPHOMA, NASAL TYPE"
C861,HEPATOSPLENIC T-CELL LYMPHOMA
C862,ENTEROPATHY-TYPE (INTESTINAL) T-CELL LYMPHOMA
C863,SUBCUTANEOUS PANNICULITIS-LIKE T-CELL LYMPHOMA
C864,BLASTIC NK-CELL LYMPHOMA
C865,ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA
C866,PRIMARY CUTANEOUS CD30-POSITIVE T-CELL PROLIFERATIONS
C880,WALDENSTROM MACROGLOBULINEMIA
C882,HEAVY CHAIN DISEASE
C883,IMMUNOPROLIFERATIVE SMALL INTESTINAL DISEASE
C884,EXTRNOD MRGNL ZN B-CELL LYMPH OF MUCOSA-ASSOC LYMPHOID TISS
C888,OTHER MALIGNANT IMMUNOPROLIFERATIVE DISEASES
C889,"MALIGNANT IMMUNOPROLIFERATIVE DISEASE, UNSPECIFIED"
C9000,MULTIPLE MYELOMA NOT HAVING ACHIEVED REMISSION
C9001,MULTIPLE MYELOMA IN REMISSION
C9002,MULTIPLE MYELOMA IN RELAPSE
C9010,PLASMA CELL LEUKEMIA NOT HAVING ACHIEVED REMISSION
C9011,PLASMA CELL LEUKEMIA IN REMISSION
C9012,PLASMA CELL LEUKEMIA IN RELAPSE
C9020,EXTRAMEDULLARY PLASMACYTOMA NOT HAVING ACHIEVED REMISSION
C9021,EXTRAMEDULLARY PLASMACYTOMA IN REMISSION
C9022,EXTRAMEDULLARY PLASMACYTOMA IN RELAPSE
C9030,SOLITARY PLASMACYTOMA NOT HAVING ACHIEVED REMISSION
C9031,SOLITARY PLASMACYTOMA IN REMISSION
C9032,SOLITARY PLASMACYTOMA IN RELAPSE
C9100,ACUTE LYMPHOBLASTIC LEUKEMIA NOT HAVING ACHIEVED REMISSION
C9101,"ACUTE LYMPHOBLASTIC LEUKEMIA, IN REMISSION"
C9102,"ACUTE LYMPHOBLASTIC LEUKEMIA, IN RELAPSE"
C9110,CHRONIC LYMPHOCYTIC LEUK OF B-CELL TYPE NOT ACHIEVE REMIS
C9111,CHRONIC LYMPHOCYTIC LEUKEMIA OF B-CELL TYPE IN REMISSION
C9112,CHRONIC LYMPHOCYTIC LEUKEMIA OF B-CELL TYPE IN RELAPSE
C9130,PROLYMPHOCYTIC LEUKEMIA OF B-CELL TYPE NOT ACHIEVE REMISSION
C9131,"PROLYMPHOCYTIC LEUKEMIA OF B-CELL TYPE, IN REMISSION"
C9132,"PROLYMPHOCYTIC LEUKEMIA OF B-CELL TYPE, IN RELAPSE"
C9140,HAIRY CELL LEUKEMIA NOT HAVING ACHIEVED REMISSION
C9141,"HAIRY CELL LEUKEMIA, IN REMISSION"
C9142,"HAIRY CELL LEUKEMIA, IN RELAPSE"
C9150,ADULT T-CELL LYMPH/LEUK (HTLV-1-ASSOC) NOT ACHIEVE REMISSION
C9151,"ADULT T-CELL LYMPHOMA/LEUKEMIA (HTLV-1-ASSOC), IN REMISSION"
C9152,"ADULT T-CELL LYMPHOMA/LEUKEMIA (HTLV-1-ASSOC), IN RELAPSE"
C9160,PROLYMPHOCYTIC LEUKEMIA OF T-CELL TYPE NOT ACHIEVE REMISSION
C9161,"PROLYMPHOCYTIC LEUKEMIA OF T-CELL TYPE, IN REMISSION"
C9162,"PROLYMPHOCYTIC LEUKEMIA OF T-CELL TYPE, IN RELAPSE"
C9190,"LYMPHOID LEUKEMIA, UNSPECIFIED NOT HAVING ACHIEVED REMISSION"
C9191,"LYMPHOID LEUKEMIA, UNSPECIFIED, IN REMISSION"
C9192,"LYMPHOID LEUKEMIA, UNSPECIFIED, IN RELAPSE"
C91A0,MATURE B-CELL LEUKEMIA BURKITT-TYPE NOT ACHIEVE REMISSION
C91A1,"MATURE B-CELL LEUKEMIA BURKITT-TYPE, IN REMISSION"
C91A2,"MATURE B-CELL LEUKEMIA BURKITT-TYPE, IN RELAPSE"
C91Z0,OTHER LYMPHOID LEUKEMIA NOT HAVING ACHIEVED REMISSION
C91Z1,"OTHER LYMPHOID LEUKEMIA, IN REMISSION"
C91Z2,"OTHER LYMPHOID LEUKEMIA, IN RELAPSE"
C9200,"ACUTE MYELOBLASTIC LEUKEMIA, NOT HAVING ACHIEVED REMISSION"
C9201,"ACUTE MYELOBLASTIC LEUKEMIA, IN REMISSION"
C9202,"ACUTE MYELOBLASTIC LEUKEMIA, IN RELAPSE"
C9210,"CHRONIC MYELOID LEUK, BCR/ABL-POSITIVE, NOT ACHIEVE REMIS"
C9211,"CHRONIC MYELOID LEUKEMIA, BCR/ABL-POSITIVE, IN REMISSION"
C9212,"CHRONIC MYELOID LEUKEMIA, BCR/ABL-POSITIVE, IN RELAPSE"
C9220,"ATYP CHRONIC MYELOID LEUK, BCR/ABL-NEG, NOT ACHIEVE REMIS"
C9221,"ATYPICAL CHRONIC MYELOID LEUKEMIA, BCR/ABL-NEG, IN REMISSION"
C9222,"ATYPICAL CHRONIC MYELOID LEUKEMIA, BCR/ABL-NEG, IN RELAPSE"
C9230,"MYELOID SARCOMA, NOT HAVING ACHIEVED REMISSION"
C9231,"MYELOID SARCOMA, IN REMISSION"
C9232,"MYELOID SARCOMA, IN RELAPSE"
C9240,"ACUTE PROMYELOCYTIC LEUKEMIA, NOT HAVING ACHIEVED REMISSION"
C9241,"ACUTE PROMYELOCYTIC LEUKEMIA, IN REMISSION"
C9242,"ACUTE PROMYELOCYTIC LEUKEMIA, IN RELAPSE"
C9250,"ACUTE MYELOMONOCYTIC LEUKEMIA, NOT HAVING ACHIEVED REMISSION"
C9251,"ACUTE MYELOMONOCYTIC LEUKEMIA, IN REMISSION"
C9252,"ACUTE MYELOMONOCYTIC LEUKEMIA, IN RELAPSE"
C9260,ACUTE MYELOID LEUKEMIA W 11Q23-ABNORMALITY NOT ACHIEVE REMIS
C9261,ACUTE MYELOID LEUKEMIA WITH 11Q23-ABNORMALITY IN REMISSION
C9262,ACUTE MYELOID LEUKEMIA WITH 11Q23-ABNORMALITY IN RELAPSE
C9290,"MYELOID LEUKEMIA, UNSPECIFIED, NOT HAVING ACHIEVED REMISSION"
C9291,"MYELOID LEUKEMIA, UNSPECIFIED IN REMISSION"
C9292,"MYELOID LEUKEMIA, UNSPECIFIED IN RELAPSE"
C92A0,"ACUTE MYELOID LEUK W MULTILIN DYSPLASIA, NOT ACHIEVE REMIS"
C92A1,"ACUTE MYELOID LEUKEMIA W MULTILIN DYSPLASIA, IN REMISSION"
C92A2,"ACUTE MYELOID LEUKEMIA W MULTILINEAGE DYSPLASIA, IN RELAPSE"
C92Z0,OTHER MYELOID LEUKEMIA NOT HAVING ACHIEVED REMISSION
C92Z1,"OTHER MYELOID LEUKEMIA, IN REMISSION"
C92Z2,"OTHER MYELOID LEUKEMIA, IN RELAPSE"
C9300,"ACUTE MONOBLASTIC/MONOCYTIC LEUKEMIA, NOT ACHIEVE REMISSION"
C9301,"ACUTE MONOBLASTIC/MONOCYTIC LEUKEMIA, IN REMISSION"
C9302,"ACUTE MONOBLASTIC/MONOCYTIC LEUKEMIA, IN RELAPSE"
C9310,CHRONIC MYELOMONOCYTIC LEUKEMIA NOT ACHIEVE REMISSION
C9311,"CHRONIC MYELOMONOCYTIC LEUKEMIA, IN REMISSION"
C9312,"CHRONIC MYELOMONOCYTIC LEUKEMIA, IN RELAPSE"
C9330,"JUVENILE MYELOMONOCYTIC LEUKEMIA, NOT ACHIEVE REMISSION"
C9331,"JUVENILE MYELOMONOCYTIC LEUKEMIA, IN REMISSION"
C9332,"JUVENILE MYELOMONOCYTIC LEUKEMIA, IN RELAPSE"
C9390,"MONOCYTIC LEUKEMIA, UNSP, NOT HAVING ACHIEVED REMISSION"
C9391,"MONOCYTIC LEUKEMIA, UNSPECIFIED IN REMISSION"
C9392,"MONOCYTIC LEUKEMIA, UNSPECIFIED IN RELAPSE"
C93Z0,"OTHER MONOCYTIC LEUKEMIA, NOT HAVING ACHIEVED REMISSION"
C93Z1,"OTHER MONOCYTIC LEUKEMIA, IN REMISSION"
C93Z2,"OTHER MONOCYTIC LEUKEMIA, IN RELAPSE"
C9400,"ACUTE ERYTHROID LEUKEMIA, NOT HAVING ACHIEVED REMISSION"
C9401,"ACUTE ERYTHROID LEUKEMIA, IN REMISSION"
C9402,"ACUTE ERYTHROID LEUKEMIA, IN RELAPSE"
C9420,ACUTE MEGAKARYOBLASTIC LEUKEMIA NOT ACHIEVE REMISSION
C9421,"ACUTE MEGAKARYOBLASTIC LEUKEMIA, IN REMISSION"
C9422,"ACUTE MEGAKARYOBLASTIC LEUKEMIA, IN RELAPSE"
C9430,MAST CELL LEUKEMIA NOT HAVING ACHIEVED REMISSION
C9431,"MAST CELL LEUKEMIA, IN REMISSION"
C9432,"MAST CELL LEUKEMIA, IN RELAPSE"
C9440,ACUTE PANMYELOSIS W MYELOFIBROSIS NOT ACHIEVE REMISSION
C9441,"ACUTE PANMYELOSIS WITH MYELOFIBROSIS, IN REMISSION"
C9442,"ACUTE PANMYELOSIS WITH MYELOFIBROSIS, IN RELAPSE"
C946,"MYELODYSPLASTIC DISEASE, NOT CLASSIFIED"
C9480,OTHER SPECIFIED LEUKEMIAS NOT HAVING ACHIEVED REMISSION
C9481,"OTHER SPECIFIED LEUKEMIAS, IN REMISSION"
C9482,"OTHER SPECIFIED LEUKEMIAS, IN RELAPSE"
C9500,ACUTE LEUKEMIA OF UNSP CELL TYPE NOT ACHIEVE REMISSION
C9501,"ACUTE LEUKEMIA OF UNSPECIFIED CELL TYPE, IN REMISSION"
C9502,"ACUTE LEUKEMIA OF UNSPECIFIED CELL TYPE, IN RELAPSE"
C9510,CHRONIC LEUKEMIA OF UNSP CELL TYPE NOT ACHIEVE REMISSION
C9511,"CHRONIC LEUKEMIA OF UNSPECIFIED CELL TYPE, IN REMISSION"
C9512,"CHRONIC LEUKEMIA OF UNSPECIFIED CELL TYPE, IN RELAPSE"
C9590,"LEUKEMIA, UNSPECIFIED NOT HAVING ACHIEVED REMISSION"
C9591,"LEUKEMIA, UNSPECIFIED, IN REMISSION"
C9592,"LEUKEMIA, UNSPECIFIED, IN RELAPSE"
C960,MULTIFOCAL AND MULTISYSTEMIC LANGERHANS-CELL HISTIOCYTOSIS
C962,MALIGNANT MAST CELL TUMOR
C9620,"MALIGNANT MAST CELL NEOPLASM, UNSPECIFIED"
C9621,AGGRESSIVE SYSTEMIC MASTOCYTOSIS
C9622,MAST CELL SARCOMA
C9629,OTHER MALIGNANT MAST CELL NEOPLASM
C964,SARCOMA OF DENDRITIC CELLS (ACCESSORY CELLS)
C965,MULTIFOCAL AND UNISYSTEMIC LANGERHANS-CELL HISTIOCYTOSIS
C966,UNIFOCAL LANGERHANS-CELL HISTIOCYTOSIS
C969,"MALIG NEOPLM OF LYMPHOID, HEMATPOETC AND REL TISSUE, UNSP"
C96A,HISTIOCYTIC SARCOMA
C96Z,"OTH MALIG NEOPLM OF LYMPHOID, HEMATPOETC AND RELATED TISSUE"
D0000,"CARCINOMA IN SITU OF ORAL CAVITY, UNSPECIFIED SITE"
D0001,CARCINOMA IN SITU OF LABIAL MUCOSA AND VERMILION BORDER
D0002,CARCINOMA IN SITU OF BUCCAL MUCOSA
D0003,CARCINOMA IN SITU OF GINGIVA AND EDENTULOUS ALVEOLAR RIDGE
D0004,CARCINOMA IN SITU OF SOFT PALATE
D0005,CARCINOMA IN SITU OF HARD PALATE
D0006,CARCINOMA IN SITU OF FLOOR OF MOUTH
D0007,CARCINOMA IN SITU OF TONGUE
D0008,CARCINOMA IN SITU OF PHARYNX
D001,CARCINOMA IN SITU OF ESOPHAGUS
D002,CARCINOMA IN SITU OF STOMACH
D010,CARCINOMA IN SITU OF COLON
D011,CARCINOMA IN SITU OF RECTOSIGMOID JUNCTION
D012,CARCINOMA IN SITU OF RECTUM
D013,CARCINOMA IN SITU OF ANUS AND ANAL CANAL
D0140,CARCINOMA IN SITU OF UNSPECIFIED PART OF INTESTINE
D0149,CARCINOMA IN SITU OF OTHER PARTS OF INTESTINE
D015,"CARCINOMA IN SITU OF LIVER, GALLBLADDER AND BILE DUCTS"
D017,CARCINOMA IN SITU OF OTHER SPECIFIED DIGESTIVE ORGANS
D019,"CARCINOMA IN SITU OF DIGESTIVE ORGAN, UNSPECIFIED"
D020,CARCINOMA IN SITU OF LARYNX
D021,CARCINOMA IN SITU OF TRACHEA
D0220,CARCINOMA IN SITU OF UNSPECIFIED BRONCHUS AND LUNG
D0221,CARCINOMA IN SITU OF RIGHT BRONCHUS AND LUNG
D0222,CARCINOMA IN SITU OF LEFT BRONCHUS AND LUNG
D023,CARCINOMA IN SITU OF OTHER PARTS OF RESPIRATORY SYSTEM
D024,"CARCINOMA IN SITU OF RESPIRATORY SYSTEM, UNSPECIFIED"
D030,MELANOMA IN SITU OF LIP
D0310,"MELANOMA IN SITU OF UNSPECIFIED EYELID, INCLUDING CANTHUS"
D0311,"MELANOMA IN SITU OF RIGHT EYELID, INCLUDING CANTHUS"
D03111,"MELANOMA IN SITU OF RIGHT UPPER EYELID, INCLUDING CANTHUS"
D03112,"MELANOMA IN SITU OF RIGHT LOWER EYELID, INCLUDING CANTHUS"
D0312,"MELANOMA IN SITU OF LEFT EYELID, INCLUDING CANTHUS"
D03121,"MELANOMA IN SITU OF LEFT UPPER EYELID, INCLUDING CANTHUS"
D03122,"MELANOMA IN SITU OF LEFT LOWER EYELID, INCLUDING CANTHUS"
D0320,MELANOMA IN SITU OF UNSP EAR AND EXTERNAL AURICULAR CANAL
D0321,MELANOMA IN SITU OF RIGHT EAR AND EXTERNAL AURICULAR CANAL
D0322,MELANOMA IN SITU OF LEFT EAR AND EXTERNAL AURICULAR CANAL
D0330,MELANOMA IN SITU OF UNSPECIFIED PART OF FACE
D0339,MELANOMA IN SITU OF OTHER PARTS OF FACE
D034,MELANOMA IN SITU OF SCALP AND NECK
D0351,MELANOMA IN SITU OF ANAL SKIN
D0352,MELANOMA IN SITU OF BREAST (SKIN) (SOFT TISSUE)
D0359,MELANOMA IN SITU OF OTHER PART OF TRUNK
D0360,"MELANOMA IN SITU OF UNSP UPPER LIMB, INCLUDING SHOULDER"
D0361,"MELANOMA IN SITU OF RIGHT UPPER LIMB, INCLUDING SHOULDER"
D0362,"MELANOMA IN SITU OF LEFT UPPER LIMB, INCLUDING SHOULDER"
D0370,"MELANOMA IN SITU OF UNSPECIFIED LOWER LIMB, INCLUDING HIP"
D0371,"MELANOMA IN SITU OF RIGHT LOWER LIMB, INCLUDING HIP"
D0372,"MELANOMA IN SITU OF LEFT LOWER LIMB, INCLUDING HIP"
D038,MELANOMA IN SITU OF OTHER SITES
D039,"MELANOMA IN SITU, UNSPECIFIED"
D040,CARCINOMA IN SITU OF SKIN OF LIP
D0410,"CARCINOMA IN SITU OF SKIN OF UNSP EYELID, INCLUDING CANTHUS"
D0411,"CARCINOMA IN SITU OF SKIN OF RIGHT EYELID, INCLUDING CANTHUS"
D04111,"CA IN SITU SKIN OF RIGHT UPPER EYELID, INCLUDING CANTHUS"
D04112,"CA IN SITU SKIN OF RIGHT LOWER EYELID, INCLUDING CANTHUS"
D0412,"CARCINOMA IN SITU OF SKIN OF LEFT EYELID, INCLUDING CANTHUS"
D04121,"CA IN SITU SKIN OF LEFT UPPER EYELID, INCLUDING CANTHUS"
D04122,"CA IN SITU SKIN OF LEFT LOWER EYELID, INCLUDING CANTHUS"
D0420,CA IN SITU SKIN OF UNSP EAR AND EXTERNAL AURICULAR CANAL
D0421,CA IN SITU SKIN OF RIGHT EAR AND EXTERNAL AURICULAR CANAL
D0422,CA IN SITU SKIN OF LEFT EAR AND EXTERNAL AURICULAR CANAL
D0430,CARCINOMA IN SITU OF SKIN OF UNSPECIFIED PART OF FACE
D0439,CARCINOMA IN SITU OF SKIN OF OTHER PARTS OF FACE
D044,CARCINOMA IN SITU OF SKIN OF SCALP AND NECK
D045,CARCINOMA IN SITU OF SKIN OF TRUNK
D0460,"CA IN SITU SKIN OF UNSP UPPER LIMB, INCLUDING SHOULDER"
D0461,"CA IN SITU SKIN OF RIGHT UPPER LIMB, INCLUDING SHOULDER"
D0462,"CA IN SITU SKIN OF LEFT UPPER LIMB, INCLUDING SHOULDER"
D0470,"CARCINOMA IN SITU OF SKIN OF UNSP LOWER LIMB, INCLUDING HIP"
D0471,"CARCINOMA IN SITU OF SKIN OF RIGHT LOWER LIMB, INCLUDING HIP"
D0472,"CARCINOMA IN SITU OF SKIN OF LEFT LOWER LIMB, INCLUDING HIP"
D048,CARCINOMA IN SITU OF SKIN OF OTHER SITES
D049,"CARCINOMA IN SITU OF SKIN, UNSPECIFIED"
D0500,LOBULAR CARCINOMA IN SITU OF UNSPECIFIED BREAST
D0501,LOBULAR CARCINOMA IN SITU OF RIGHT BREAST
D0502,LOBULAR CARCINOMA IN SITU OF LEFT BREAST
D0510,INTRADUCTAL CARCINOMA IN SITU OF UNSPECIFIED BREAST
D0511,INTRADUCTAL CARCINOMA IN SITU OF RIGHT BREAST
D0512,INTRADUCTAL CARCINOMA IN SITU OF LEFT BREAST
D0580,OTH TYPE OF CARCINOMA IN SITU OF UNSPECIFIED BREAST
D0581,OTHER SPECIFIED TYPE OF CARCINOMA IN SITU OF RIGHT BREAST
